sistema,tam_chunk,operacion,metrica,muestra,repeticion,segundos
pgvector,10000,consulta,l2,5234,3,0.009470600
pgvector,10000,consulta,l2,5234,4,0.009457600
pgvector,10000,consulta,l2,5234,5,0.009390600
pgvector,10000,consulta,l2,6891,1,0.009551100
pgvector,10000,consulta,l2,6891,2,0.008976700
pgvector,10000,consulta,l2,6891,3,0.009613200
pgvector,10000,consulta,l2,6891,4,0.009342800
pgvector,10000,consulta,l2,6891,5,0.009065900
pgvector,10000,consulta,l2,8233,1,0.008961300
pgvector,10000,consulta,l2,8233,2,0.009264600
pgvector,10000,consulta,l2,8233,3,0.008889200
pgvector,10000,consulta,l2,8233,4,0.009742100
pgvector,10000,consulta,l2,8233,5,0.009093200
pgvector,10000,consulta,l2,8385,1,0.009437300
pgvector,10000,consulta,l2,8385,2,0.009958700
pgvector,10000,consulta,l2,8385,3,0.009488500
pgvector,10000,consulta,l2,8385,4,0.009626500
pgvector,10000,consulta,l2,8385,5,0.008966000
pgvector,10000,consulta,l2,9118,1,0.009196500
pgvector,10000,consulta,l2,9118,2,0.009612300
pgvector,10000,consulta,l2,9118,3,0.009178300
pgvector,10000,consulta,l2,9118,4,0.009370800
pgvector,10000,consulta,l2,9118,5,0.009248700
pgvector,10000,consulta,l2,9380,1,0.009461800
pgvector,10000,consulta,l2,9380,2,0.009581800
pgvector,10000,consulta,l2,9380,3,0.009651800
pgvector,10000,consulta,l2,9380,4,0.009206100
pgvector,10000,consulta,l2,9380,5,0.009129300
pgvector,10000,consulta,l2,9847,1,0.009541300
pgvector,10000,consulta,l2,9847,2,0.009660000
pgvector,10000,consulta,l2,9847,3,0.009535200
pgvector,10000,consulta,l2,9847,4,0.009578600
pgvector,10000,consulta,l2,9847,5,0.008951500
pgvector_hnsw,10000,crear_indice,cosine,0,0,2.795388300
pgvector_hnsw,10000,crear_indice,l2,0,0,2.537669400
pgvector_hnsw,10000,consulta,cosine,1681,1,0.003326000
pgvector_hnsw,10000,consulta,cosine,1681,2,0.003399800
pgvector_hnsw,10000,consulta,cosine,1681,3,0.003124800
pgvector_hnsw,10000,consulta,cosine,1681,4,0.003325600
pgvector_hnsw,10000,consulta,cosine,1681,5,0.003778800
pgvector_hnsw,10000,consulta,cosine,1951,1,0.003950200
pgvector_hnsw,10000,consulta,cosine,1951,2,0.003529300
pgvector_hnsw,10000,consulta,cosine,1951,3,0.004098500
pgvector_hnsw,10000,consulta,cosine,1951,4,0.003661800
pgvector_hnsw,10000,consulta,cosine,1951,5,0.003623400
pgvector_hnsw,10000,consulta,cosine,3658,1,0.003120400
pgvector_hnsw,10000,consulta,cosine,3658,2,0.003861100
pgvector_hnsw,10000,consulta,cosine,3658,3,0.003108700
pgvector_hnsw,10000,consulta,cosine,3658,4,0.003206600
pgvector_hnsw,10000,consulta,cosine,3658,5,0.003051900
pgvector_hnsw,10000,consulta,cosine,5234,1,0.003604500
pgvector_hnsw,10000,consulta,cosine,5234,2,0.003234300
pgvector_hnsw,10000,consulta,cosine,5234,3,0.003233800
pgvector_hnsw,10000,consulta,cosine,5234,4,0.003215400
pgvector_hnsw,10000,consulta,cosine,5234,5,0.002954100
pgvector_hnsw,10000,consulta,cosine,6891,1,0.003155000
pgvector_hnsw,10000,consulta,cosine,6891,2,0.003305500
pgvector_hnsw,10000,consulta,cosine,6891,3,0.003528900
pgvector_hnsw,10000,consulta,cosine,6891,4,0.003246800
pgvector_hnsw,10000,consulta,cosine,6891,5,0.003872300
pgvector_hnsw,10000,consulta,cosine,8233,1,0.003788300
pgvector_hnsw,10000,consulta,cosine,8233,2,0.003387000
pgvector_hnsw,10000,consulta,cosine,8233,3,0.003868700
pgvector_hnsw,10000,consulta,cosine,8233,4,0.003396200
pgvector_hnsw,10000,consulta,cosine,8233,5,0.003546200
pgvector_hnsw,10000,consulta,cosine,8385,1,0.003132700
pgvector_hnsw,10000,consulta,cosine,8385,2,0.003598400
pgvector_hnsw,10000,consulta,cosine,8385,3,0.003186700
pgvector_hnsw,10000,consulta,cosine,8385,4,0.003092000
pgvector_hnsw,10000,consulta,cosine,8385,5,0.003297500
pgvector_hnsw,10000,consulta,cosine,9118,1,0.003989700
pgvector_hnsw,10000,consulta,cosine,9118,2,0.003466400
pgvector_hnsw,10000,consulta,cosine,9118,3,0.003213000
pgvector_hnsw,10000,consulta,cosine,9118,4,0.003531700
pgvector_hnsw,10000,consulta,cosine,9118,5,0.003415800
pgvector_hnsw,10000,consulta,cosine,9380,1,0.003659800
pgvector_hnsw,10000,consulta,cosine,9380,2,0.003141200
pgvector_hnsw,10000,consulta,cosine,9380,3,0.003045500
pgvector_hnsw,10000,consulta,cosine,9380,4,0.003081700
pgvector_hnsw,10000,consulta,cosine,9380,5,0.003718800
pgvector_hnsw,10000,consulta,cosine,9847,1,0.003524800
pgvector_hnsw,10000,consulta,cosine,9847,2,0.003397400
pgvector_hnsw,10000,consulta,cosine,9847,3,0.003592200
pgvector_hnsw,10000,consulta,cosine,9847,4,0.003370200
pgvector_hnsw,10000,consulta,cosine,9847,5,0.003462700
pgvector_hnsw,10000,consulta,l2,1681,1,0.003226800
pgvector_hnsw,10000,consulta,l2,1681,2,0.004512200
pgvector_hnsw,10000,consulta,l2,1681,3,0.003522600
pgvector_hnsw,10000,consulta,l2,1681,4,0.003252700
pgvector_hnsw,10000,consulta,l2,1681,5,0.003336600
pgvector_hnsw,10000,consulta,l2,1951,1,0.003924900
pgvector_hnsw,10000,consulta,l2,1951,2,0.003609200
pgvector_hnsw,10000,consulta,l2,1951,3,0.003642700
pgvector_hnsw,10000,consulta,l2,1951,4,0.003570100
pgvector_hnsw,10000,consulta,l2,1951,5,0.004230700
pgvector_hnsw,10000,consulta,l2,3658,1,0.003534400
pgvector_hnsw,10000,consulta,l2,3658,2,0.003220800
pgvector_hnsw,10000,consulta,l2,3658,3,0.003459300
pgvector_hnsw,10000,consulta,l2,3658,4,0.003295100
pgvector_hnsw,10000,consulta,l2,3658,5,0.003066000
pgvector_hnsw,10000,consulta,l2,5234,1,0.003726500
pgvector_hnsw,10000,consulta,l2,5234,2,0.003353900
pgvector_hnsw,10000,consulta,l2,5234,3,0.003920900
pgvector_hnsw,10000,consulta,l2,5234,4,0.002924700
pgvector_hnsw,10000,consulta,l2,5234,5,0.003261600
pgvector_hnsw,10000,consulta,l2,6891,1,0.003154600
pgvector_hnsw,10000,consulta,l2,6891,2,0.004017100
pgvector_hnsw,10000,consulta,l2,6891,3,0.003276900
pgvector_hnsw,10000,consulta,l2,6891,4,0.003435600
pgvector_hnsw,10000,consulta,l2,6891,5,0.003489200
pgvector_hnsw,10000,consulta,l2,8233,1,0.003695400
pgvector_hnsw,10000,consulta,l2,8233,2,0.003676900
pgvector_hnsw,10000,consulta,l2,8233,3,0.003342400
pgvector_hnsw,10000,consulta,l2,8233,4,0.003383400
pgvector_hnsw,10000,consulta,l2,8233,5,0.003878800
pgvector_hnsw,10000,consulta,l2,8385,1,0.003920500
pgvector_hnsw,10000,consulta,l2,8385,2,0.003416100
pgvector_hnsw,10000,consulta,l2,8385,3,0.003507400
pgvector_hnsw,10000,consulta,l2,8385,4,0.003742300
pgvector_hnsw,10000,consulta,l2,8385,5,0.003370300
pgvector_hnsw,10000,consulta,l2,9118,1,0.003118800
pgvector_hnsw,10000,consulta,l2,9118,2,0.003377600
pgvector_hnsw,10000,consulta,l2,9118,3,0.003602800
pgvector_hnsw,10000,consulta,l2,9118,4,0.003181700
pgvector_hnsw,10000,consulta,l2,9118,5,0.003203100
pgvector_hnsw,10000,consulta,l2,9380,1,0.003062700
pgvector_hnsw,10000,consulta,l2,9380,2,0.003447500
pgvector_hnsw,10000,consulta,l2,9380,3,0.002906700
pgvector_hnsw,10000,consulta,l2,9380,4,0.003234500
pgvector_hnsw,10000,consulta,l2,9380,5,0.003433300
pgvector_hnsw,10000,consulta,l2,9847,1,0.003887800
pgvector_hnsw,10000,consulta,l2,9847,2,0.003605200
pgvector_hnsw,10000,consulta,l2,9847,3,0.003355300
pgvector_hnsw,10000,consulta,l2,9847,4,0.003286900
pgvector_hnsw,10000,consulta,l2,9847,5,0.003693800
